Date,prices,prices_delta,log_returns,daily_vol,daily_vol_dollar,price_dev,annual_vol
2016-03-23,60.07,-0.26000200000000007,-0.004318976741601865,0.01784721053733597,1.0720819369777717,-0.21139209752999105,0.2833156840680145
2016-03-24,60.889998999999996,0.8199989999999957,0.013558392335354164,0.021904633626422716,1.3337731196082454,0.764865978725092,0.34772527881298454
2016-03-28,60.52,-0.36999899999999286,-0.006095052277269808,0.008888277773075265,0.5379185708265151,-0.2774077499092714,0.14109703542732085
2016-03-29,61.240002000000004,0.7200020000000009,0.011826714527720661,0.010383819281979784,0.6359051135960806,1.3384962688566666,0.16483802087493474
2016-03-30,67.800003,6.560001,0.10176163574626074,0.04848677970400561,3.2874038093919196,10.316006051441875,0.769703765827037
2016-03-31,67.709999,-0.09000400000000752,-0.0013283744654497553,0.0507164279110109,3.43400928313812,-0.027378443665141285,0.8050983338284193
2016-04-01,68.690002,0.9800030000000106,0.014369792613423193,0.04723975247641414,3.2448986920843925,0.2853815814686584,0.7499078222930368
2016-04-04,67.599998,-1.0900040000000075,-0.015995703878990852,0.05284829062689277,3.57254434068137,-0.3359131065197702,0.8389406052817444
2016-04-05,66.730003,-0.869995000000003,-0.01295328159031417,0.013767629794738525,0.9187139775057911,-0.24352251981680767,0.21855434747808825
2016-04-06,65.739998,-0.9900049999999965,-0.014947134059609901,0.014555718322031364,0.9568928933789053,-1.0775987132445213,0.2310648650040082
2016-04-07,64.989998,-0.75,-0.01147415668090268,0.0020212424222344,0.1313605409785288,-0.7837867803068939,0.0320862287316362
2016-04-08,63.75,-1.239998,-0.019264197093756152,0.003383467740428625,0.21569606845232484,-9.439653573006224,0.053710885261102695
2016-04-11,61.23,-2.520000000000003,-0.040331918548672796,0.012949871059920383,0.792920604998925,-11.683105853906637,0.2055728300094105
2016-04-12,61.91,0.6799999999999997,0.011044452041277353,0.021218186859236845,1.313617948455353,0.8575890142253544,0.3368282742074361
2016-04-13,63.25,1.3400000000000034,0.021413410076489114,0.0282498719429995,1.7868044003947183,1.0200835041692848,0.44845281438358636
2016-04-14,64.199997,0.9499969999999962,0.014908036359313037,0.028384608713732135,1.8222917942677768,0.5316737521970143,0.4505916943104732
2016-04-15,64.800003,0.6000060000000076,0.00930248568758163,0.005368842181073482,0.3479009894400882,0.32925901432876653,0.08522772743684426
2016-04-18,65.480003,0.6799999999999926,0.010439148663924591,0.005493283388181201,0.35970021273795516,1.9545790918685932,0.08720317035797849
2016-04-19,66.480003,1.0,0.015156397355096551,0.0030175536241963423,0.2006069739892337,2.7800928789789427,0.04790217874455108
2016-04-20,67.129997,0.6499940000000066,0.009729797587705313,0.002707189181789972,0.1817336016519933,3.240136606790604,0.04297529596212417
2016-04-21,66.510002,-0.619995000000003,-0.009278650894255058,0.010798873071047725,0.7182330695531304,-3.4115595264944374,0.17142679551446774
2016-04-22,66.239998,-0.27000400000000013,-0.004067862483228879,0.01145622315346532,0.7588601987730965,-0.3759281094756483,0.18186190456877635
2016-04-25,66.0,-0.23999799999999993,-0.003629737857341553,0.00811083746180986,0.5353152724794508,-0.31626115111587333,0.12875555309049141
2016-04-26,66.449997,0.4499969999999962,0.006794997986101059,0.006734819540155867,0.4475287382388987,0.8406205149270616,0.10691194576890485
2016-04-27,65.639999,-0.8099979999999931,-0.012264489025248793,0.007809590619372804,0.5126215204460403,-1.8099351634656409,0.12397340772049995
2016-04-28,65.57,-0.06999900000000991,-0.00106697671174949,0.007854196134991739,0.5149996405714082,-0.13655103659928802,0.124681498329077
2016-04-29,65.550003,-0.019996999999989384,-0.0003050182992296868,0.007876540723446433,0.5163072680515358,-0.0388291533131986,0.12503620767427223
2016-05-02,66.720001,1.1699979999999925,0.017691517062202067,0.012389889954696729,0.8266534701672557,2.266088572441339,0.19668340554950925
2016-05-03,65.540001,-1.1799999999999926,-0.01784411450997414,0.014514964445153619,0.9513107842503327,-1.4274421418218264,0.23041791726492664
2016-05-04,65.199997,-0.3400040000000075,-0.005201235608190302,0.014725742052123016,0.9601183376211945,-0.3574058085212846,0.23376390804482067
2016-05-05,63.41,-1.7899969999999996,-0.027837845208395606,0.01964670285997626,1.2457974283510944,-1.8643503929264873,0.3118817390992718
2016-05-06,62.810001,-0.5999989999999968,-0.009507265324619318,0.009984105032181114,0.6271016470554008,-0.48161842876344685,0.15849275387219855
2016-05-09,64.029999,1.219998000000004,0.019237395525710355,0.01937900206894858,1.2408374830957756,1.9454549445509972,0.30763212078626473
2016-05-10,64.209999,0.1799999999999926,0.0028072383190274053,0.019872640712544267,1.2760222402798267,0.14506331606852263,0.31546839131717735
2016-05-11,61.990002000000004,-2.2199969999999922,-0.03518583225496297,0.02293578449811851,1.4217893269099355,-1.7397792373220358,0.3640942914371518
2016-05-12,61.619999,-0.3700030000000041,-0.005986637037071141,0.02280622770104512,1.4053197281321725,-0.26023757036083184,0.3620376410428663
2016-05-13,61.580002,-0.039996999999999616,-0.0006493019655930965,0.017336390910510518,1.0675749869420195,-0.028461138913320538,0.27520667388366876
2016-05-16,60.759997999999996,-0.8200040000000044,-0.013405530163252521,0.01518221262893136,0.9224712089694441,-0.7680996745238836,0.2410101538071392
2016-05-17,60.900002,0.14000400000000468,0.002301562745394392,0.006894219224171242,0.4198579645404671,0.15177059038667748,0.10944233730670662
2016-05-18,60.07,-0.8300020000000004,-0.013722658694502954,0.00839608354847528,0.50435273875691,-1.976863773224915,0.13328369433711787
2016-05-19,61.099998,1.029997999999999,0.01700128458225425,0.01468617804383626,0.8973254491060394,2.042217521290078,0.23313584888404676
2016-05-20,62.490002000000004,1.3900040000000047,0.02249474250178629,0.016244129512201038,1.0150956857057019,1.5490522434026543,0.25786756172405345
2016-05-23,61.939999,-0.5500030000000038,-0.008840417545710189,0.018164436459071336,1.125105176110442,-0.5418237982339938,0.28835148945802463
2016-05-24,63.16,1.2200009999999963,0.01950503098704015,0.01442952839813216,0.9113690136260272,1.084343958151197,0.22906166206441142
2016-05-25,63.150002,-0.009997999999995955,-0.00015830892031587496,0.015191778938772037,0.959360870367012,-0.010970309337397061,0.24116201426795733
2016-05-26,63.139998999999996,-0.010003000000004647,-0.000158413175100236,0.011998328478160175,0.7575744481127049,-0.010426733369037567,0.1904675598100554
2016-05-27,64.690002,1.550003000000011,0.02425219368054865,0.012869809279107518,0.832547988005084,2.0460074965060278,0.2043018886400997
2016-05-31,65.029999,0.3399969999999968,0.005242025530968419,0.011588303038616852,0.7535873350129509,0.40838126438174827,0.1839586077446059
2016-06-01,66.16999799999999,1.1399989999999889,0.017378471295248055,0.011137446784385455,0.7369648314478919,1.512762950004192,0.17680148659019956
2016-06-02,67.129997,0.9599990000000105,0.014403835462460712,0.007883026319489067,0.5291875331782221,1.3026388221455971,0.12513916331966923
2016-06-03,67.239998,0.1100009999999969,0.001637285534964228,0.007437766308832388,0.5001153917303571,0.20786770871064775,0.11807087977791199
2016-06-06,68.75,1.510002,0.022208457750465982,0.0087893506067693,0.6042678542153893,3.019307193836847,0.1395266153475974
2016-06-07,68.139999,-0.6100009999999969,-0.008912338989528479,0.013755340207973041,0.9372888680159429,-1.009487755710672,0.21835925633630493
2016-06-08,71.480003,3.3400039999999933,0.047853334703855666,0.025031474051447258,1.789249840291872,3.563473454101859,0.39736233173697516
2016-06-09,72.32,0.8399969999999968,0.011682983822913329,0.023614530518921838,1.7078028471284272,0.4694688137364718,0.37486905048367347
2016-06-10,70.540001,-1.7799989999999895,-0.024920777099661784,0.03142050825450476,2.216402683693274,-1.0422742900288262,0.49878510545203053
2016-06-13,70.209999,-0.33000200000000746,-0.00468920219808755,0.030798111721763517,2.1623353931869045,-0.14889081412323182,0.4889048667970174
2016-06-14,70.379997,0.16999800000000675,0.002418352481520003,0.015548255918948777,1.0942862049308473,0.07861777619495901,0.24682091089395905
2016-06-15,70.730003,0.3500059999999934,0.004960764195022449,0.013539307532863074,0.9576352624173278,0.3198486816546424,0.214929843935875
2016-06-16,71.790001,1.0599980000000073,0.014875351055193775,0.00809501200485835,0.581140919923793,1.1068911532395838,0.1285043317496255
2016-06-17,71.709999,-0.08000200000000746,-0.0011150105684816225,0.006861918230769646,0.49206814946657307,-0.1376636840690867,0.10892957493286085
2016-06-20,71.779999,0.07000000000000739,0.0009756778385776599,0.007096704301135694,0.5094014276388159,0.14225671804991027,0.1126566882538049
2016-06-21,71.879997,0.09999799999999937,0.0013921483911261134,0.007311632320318196,0.525560109249575,0.19630490723889682,0.11606856478502461
2016-06-22,71.360001,-0.5199960000000061,-0.00726051789392379,0.003992713008896018,0.28492000430753284,-0.9894129916794606,0.06338235406794772
2016-06-23,71.82,0.45999899999999627,0.006425486512729783,0.005665823164347397,0.40691941966343004,1.6144847432456486,0.08994215439199353
2016-06-24,69.620003,-2.199996999999996,-0.03111106332357849,0.016637832655783766,1.1583259594091637,-5.406468439917788,0.26411740537387896
2016-06-27,69.0,-0.620002999999997,-0.008945420877098265,0.015533746072769077,1.0718284790210664,-0.5352577959283988,0.24659057422663933
2016-06-28,69.870003,0.870002999999997,0.012529910903981367,0.0194498534194392,1.3589613167657772,0.8116998354014602,0.30875685110697226
2016-06-29,71.650002,1.7799990000000037,0.02515676668640765,0.024741169450436664,1.7727048406061259,1.3098231554053823,0.392753889064584
2016-06-30,73.860001,2.2099989999999963,0.030378240775896792,0.01750181798975311,1.2926842942249825,1.2466818780978508,0.27783274735441876
2016-07-01,73.959999,0.09999799999999937,0.0013529700345564777,0.013036088503597536,0.9641490926899853,0.07735686156839422,0.20694148949728333
2016-07-05,73.279999,-0.6799999999999926,-0.009236686278515371,0.018931331484965525,1.3872879522869423,-0.7052851111468518,0.3005255705792754
2016-07-06,74.410004,1.130004999999997,0.015302688445797408,0.017194954302629555,1.2794766184384825,0.8145425022520993,0.2729614373392672
2016-07-07,75.199997,0.7899929999999955,0.01056079589679193,0.010832536941160693,0.8146067454776732,0.6174344951798575,0.17196119288538908
2016-07-08,76.720001,1.5200040000000001,0.020011252547417868,0.012856679164472404,0.986364438355002,1.86593593588363,0.204093454532038
2016-07-11,76.489998,-0.2300029999999964,-0.0030024564230286543,0.009927395573558892,0.7593464675667285,-0.23318257538114542,0.1575925191252015
2016-07-12,76.620003,0.13000499999999704,0.0016981912402052046,0.010160847279170247,0.7785241490125661,0.17120643283768577,0.16129845006235055
2016-07-13,76.809998,0.18999499999999614,0.0024766355455438926,0.010104389810090066,0.7761181611042383,0.244045095121294,0.1604022155253209
2016-07-14,77.41999799999999,0.6099999999999994,0.007910305344069002,0.0044714465528015584,0.3461793831750035,0.7859627960929418,0.07098201347657981
2016-07-15,77.800003,0.38000500000001125,0.0048963504283729975,0.0027971454377075165,0.2176179234450811,1.0977112400940061,0.044403307254318
2016-07-18,77.75,-0.050003000000003794,-0.0006429186854131075,0.0036290089790555822,0.2821554481215715,-0.22977427230447195,0.05760873158520887
2016-07-19,77.300003,-0.4499969999999962,-0.005804556656135773,0.0060702445482319674,0.46922992178906475,-1.5948549035498591,0.09636214483180447
2016-07-20,77.16999799999999,-0.13000500000001125,-0.0016832398505028934,0.004408268271705113,0.340186053710947,-0.27706033644302214,0.06997908935632945
2016-07-21,76.550003,-0.6199949999999887,-0.00806659325894099,0.0034843098477656976,0.2667239292993937,-1.822517393751811,0.05531170408728815
2016-07-22,76.139999,-0.4100040000000007,-0.005370423473113561,0.0026442136314242543,0.2013304232524291,-1.537184912793397,0.0419755900924535
2016-07-25,77.58000200000001,1.4400030000000044,0.01873594997101069,0.012172539903768051,0.9443456700794053,7.152436163085602,0.1932330804562822
2016-07-26,77.18,-0.40000200000000063,-0.0051693316821879165,0.01253880626032072,0.9677450671715532,-0.42357582892964024,0.19904737861457064
2016-07-27,76.82,-0.36000000000001364,-0.004675333191713982,0.01190740502722253,0.9147268541912346,-0.3719987961831647,0.18902419477290663
2016-07-28,77.379997,0.5599970000000098,0.0072632875848999134,0.011359714546246607,0.8790146775094189,0.6122013335829494,0.18032987792430877
2016-07-29,77.650002,0.2700049999999976,0.0034832648486373685,0.006144533091786461,0.4771230068662849,0.3071677947005662,0.09754143890084276
2016-08-01,78.33000200000001,0.6800000000000068,0.008719121560852194,0.006002270585046875,0.47015786693126294,1.4252089926792795,0.09528309161851319
2016-08-02,76.949997,-1.3800050000000113,-0.01777487561361557,0.012330761866541133,0.9488520886380546,-2.9351949569776483,0.19574477624895878
2016-08-03,77.400002,0.45000500000000443,0.005830985136941358,0.01208423353670105,0.9353196999091283,0.47426253826971504,0.191831260337625
2016-08-04,77.410004,0.010002000000000066,0.0001292164540576124,0.011882630982106812,0.9198345118554123,0.010693669769782265,0.18863091899883494
2016-08-05,77.800003,0.3899990000000031,0.005025446855224658,0.011010525303103008,0.85661890161299,0.42398822285253257,0.17478667053716782
2016-08-08,78.519997,0.7199939999999998,0.009211861456677184,0.0037481435663313397,0.2943042215839061,0.8405067862082786,0.05949993452807672
2016-08-09,77.739998,-0.7799990000000037,-0.009983431504138274,0.008266321883523754,0.6426238466924928,-2.650315363477129,0.13122379176608934
2016-08-10,77.93,0.1900020000000069,0.0024410881581742316,0.008257031036470722,0.6434704286721634,0.29566596536671363,0.13107630414146057
2016-08-11,79.720001,1.7900009999999895,0.022709520033028063,0.013633587598498842,1.086869616985915,2.781792169834059,0.21642649357945354
2016-08-12,79.339996,-0.38000499999999704,-0.0047781432182461,0.01434338133814482,1.1380038179948846,-0.34963255395234916,0.22769411988297625
2016-08-15,80.269997,0.9300010000000043,0.011653550099370413,0.011886977239902367,0.9541676273860313,0.817221335547562,0.18869991370239983
2016-08-16,79.870003,-0.3999940000000066,-0.004995564279288267,0.013517330313766389,1.0796292127125124,-0.41920726350337545,0.21458096639844335
2016-08-17,78.540001,-1.3300019999999932,-0.016792288608104222,0.011690127461901545,0.9181426225478748,-1.2319062733199226,0.18557502035302914
2016-08-18,80.089996,1.5499949999999956,0.019542890509547384,0.016355794465822162,1.3099355133445192,1.6881854321267762,0.2596401879087118
2016-08-19,80.650002,0.5600060000000013,0.006967876977952869,0.015618749604609173,1.259652186849229,0.427506540814515,0.24793996346150565
2016-08-22,80.110001,-0.5400010000000037,-0.006718126659867707,0.01586757210165471,1.2711512169311308,-0.4286905589000004,0.25188989814818924
2016-08-23,80.239998,0.12999700000000303,0.0016214160185938908,0.011009051383870025,0.883366261023628,0.10226714042240191,0.17476327279470938
2016-08-24,80.18,-0.05999799999999311,-0.0007480115140943155,0.0056732611826477266,0.45488208162469473,-0.06791973233216828,0.09006022927201243
2016-08-25,80.589996,0.4099959999999925,0.005100415488107579,0.004973177287415502,0.40078833770010613,0.9013236980793278,0.07894674197001725
2016-08-26,78.190002,-2.3999939999999924,-0.030232734987327703,0.016290050899405054,1.273719112404583,-5.988183223524363,0.258596541146459
2016-08-29,78.260002,0.06999999999999318,0.0008948546229641252,0.016179454887537578,1.2662041718576007,0.05495717173297659,0.2568408838860777
2016-08-30,76.849998,-1.4100040000000007,-0.018181198378224295,0.01654844901247705,1.2717482735119634,-1.1135676467811955,0.2626984840250801
2016-08-31,76.510002,-0.3399959999999993,-0.004433966575747128,0.014026823520326805,1.0731922955938509,-0.26734535999100845,0.22266892031385768
2016-09-01,76.660004,0.15000200000000063,0.001958634746723753,0.009259627304520958,0.7098430662030859,0.13977178238779384,0.14699202648543486
2016-09-02,68.57,-8.090004000000008,-0.11152499083458434,0.05299021053790759,3.633538736584323,-11.396890925867634,0.8411935140255462
2016-09-06,67.68,-0.8899999999999864,-0.013064405998305162,0.05352767906085974,3.6227533188389875,-0.24494028123025413,0.8497255623210859
2016-09-07,68.230003,0.5500029999999896,0.008093679498291984,0.05597070769816258,3.8188815541577554,0.1518190590399496,0.8885074396417597
2016-09-08,66.08000200000001,-2.150000999999989,-0.032018235317194055,0.05223370173979731,3.45160311543321,-0.5629923236711033,0.8291843091589531
2016-09-09,64.800003,-1.2799990000000037,-0.01956050982454194,0.016778027333316972,1.0872162215330219,-0.37084188337782026,0.2663429268852055
2016-09-12,66.0,1.1999969999999962,0.018349092371900966,0.023466454696295828,1.5487860099555246,1.1037335317789396,0.37251841967257504
2016-09-13,65.93,-0.06999999999999318,-0.001061168901216547,0.021997205087720552,1.450275731433416,-0.045196689245664945,0.34919480520356
2016-09-14,66.150002,0.2200019999999938,0.003331347670071594,0.015612457081053183,1.0327640671365823,0.1516966706617571,0.24784007274681666
2016-09-15,66.050003,-0.09999899999999684,-0.0015128444068102098,0.0093083826051695,0.6148186989965934,-0.09682656783097784,0.14776599288910822
2016-09-16,65.980003,-0.07000000000000739,-0.0010603651197120811,0.002281379130562683,0.15052540187866323,-0.1138547023931607,0.036215770954329686
2016-09-19,65.809998,-0.1700050000000033,-0.002579939191249103,0.002603670239707008,0.17134753326777769,-1.1294107032980543,0.04133198370170804
2016-09-20,65.690002,-0.11999599999998622,-0.0018250347270933887,0.0006393093472430593,0.041996232299015265,-0.7003077179550606,0.01014872126186503
2016-09-21,65.400002,-0.29000000000000625,-0.004424448306223461,0.0014416404496763974,0.09428328829211728,-6.9053813669567266,0.022885332658890447
2016-09-22,65.730003,0.33000099999999577,0.005033198872551381,0.004134926188625591,0.27178871078313865,3.500100664473601,0.06563991830826882
2016-09-23,65.190002,-0.5400009999999895,-0.008249374300743462,0.005594404623862435,0.3646992486184014,-1.9868411695394463,0.08880842020925907
2016-09-26,64.029999,-1.1600030000000032,-0.01795440570296858,0.009513942597236225,0.6091777349870929,-3.1807112419191137,0.151029156600186
2016-09-27,64.519997,0.48999799999999993,0.007623498846765386,0.011944075608892235,0.7706317224535002,0.8043596669047365,0.18960632221008739
2016-09-28,63.509997999999996,-1.0099990000000076,-0.015777864436017808,0.011580890282151809,0.7355023186576808,-1.3106117624958669,0.18384093388378997
2016-09-29,60.990002000000004,-2.519995999999992,-0.04048739322315331,0.019662876637132932,1.1992388854244909,-3.4262244129958406,0.3121384898519746
2016-09-30,60.98,-0.010002000000007172,-0.00016400754051648647,0.02121959740415741,1.2939710497055188,-0.008340289930197513,0.3368506659138735
2016-10-03,60.299999,-0.6800009999999972,-0.011213854410716984,0.01702987118495839,1.0269012154231199,-0.5255148483845534,0.2703408240891885
2016-10-04,59.389998999999996,-0.9100000000000037,-0.015206241959474731,0.01704493866039652,1.0122988899960106,-0.8861611870086757,0.27058001284655775
2016-10-05,59.189999,-0.19999999999999574,-0.0033732533820298727,0.006928810579418412,0.41011629126696525,-0.19757010698765454,0.10999145804768683
2016-10-06,58.52,-0.6699989999999971,-0.011384015655964141,0.0049686054589341624,0.2907627914568272,-1.6336805298082178,0.07887416644282645
2016-10-07,58.290001000000004,-0.2299989999999994,-0.003938006938863481,0.005784580492377415,0.33718320268526003,-0.7910193695954728,0.0918273685299972
2016-10-10,57.810001,-0.480000000000004,-0.008268780820629651,0.003789907474694625,0.21909455490200375,-1.4235584577682974,0.06016291601992078
2016-10-11,56.759997999999996,-1.0500030000000038,-0.018329971336671136,0.0060587803396917154,0.34389635996334106,-4.792465063632674,0.09618015616315033
2016-10-12,57.150002,0.3900040000000047,0.00684760818068586,0.01043175047847448,0.5961745607083175,1.1340742310897929,0.16559890503073518
2016-10-13,57.599998,0.44999599999999873,0.007843107743177313,0.012613674201646809,0.7265476087875078,0.7548057727678896,0.2002358703380919
2016-10-14,56.619999,-0.9799989999999994,-0.017160270957472967,0.014499560350775707,0.8209650925613602,-1.3488434730870034,0.2301733848475499
2016-10-17,54.880001,-1.739998,-0.031213260382945585,0.01909200169650722,1.047769072196318,-2.1194543053850365,0.3030761311162882
2016-10-18,56.299999,1.4199979999999996,0.02554551574445174,0.025342279369658303,1.4267703031694832,1.3552585561849244,0.40229621320583153
2016-10-19,58.580002,2.2800030000000007,0.03969885815727636,0.033794274192171035,1.9796686497659277,1.5980168601316647,0.5364674715024766
2016-10-20,57.77,-0.8100019999999972,-0.013923765747757777,0.03314430685843017,1.9147466072115111,-0.40916039161188433,0.5261495599501124
2016-10-21,57.0,-0.7700000000000031,-0.013418341958623792,0.02734562988530863,1.558700903462592,-0.4021419842708961,0.4340984167256542
2016-10-24,56.200001,-0.7999989999999997,-0.014134493141310323,0.02676388298062625,1.5041302502750782,-0.5132472806186444,0.4248634709110271
2016-10-25,55.110001000000004,-1.0899999999999963,-0.019585568652568774,0.002895652678504627,0.15957942200804268,-0.7246712841528551,0.04596706122324786
2016-10-26,57.009997999999996,1.899996999999992,0.03389544992125426,0.024956548008788604,1.4227727520679423,11.906278241214796,0.3961729176833931
2016-10-27,57.220001,0.2100030000000075,0.0036768491364451705,0.02409764309193245,1.378867161818018,0.14760122422556707,0.3825382248242811
2016-10-28,58.400002,1.1800009999999972,0.020412418982385105,0.0230510912588549,1.3461837756193087,0.8557756923039501,0.36592472951750926
2016-10-31,57.25,-1.1500020000000006,-0.019888281646406547,0.023178989940757965,1.3269971741083935,-0.8542682067839845,0.3679550581494801
2016-11-01,57.310001,0.06000099999999975,0.0010475035782588904,0.016532195023900548,0.9474601133519354,0.04521562002595393,0.26244045995556226
2016-11-02,57.400002,0.09000100000000089,0.0015691921561176159,0.01646515528051648,0.9450999460319566,0.09499186164322454,0.26137623702185125
2016-11-03,55.110001000000004,-2.2900009999999966,-0.0407131321280545,0.020133766171496405,1.1095718738449332,-2.4230252150734595,0.3196136294694271
2016-11-04,55.84,0.7299989999999994,0.013159252413445621,0.023655999191963258,1.3209509948792284,0.6579105123405637,0.37552734526007814
2016-11-07,55.700001,-0.1399990000000031,-0.0025102935675569427,0.02335592717228955,1.300925166852455,-0.1059834926070084,0.37076384962328507
2016-11-08,56.970001,1.2700000000000031,0.022544666158842652,0.02787563363059668,1.5880748758107266,0.9762283276237369,0.44251196534944415
2016-11-09,57.790001000000004,0.8200000000000003,0.01429093658831615,0.010460472284431121,0.6045107037777468,0.516348449616636,0.16605484956533073
2016-11-10,57.060001,-0.730000000000004,-0.012712404322953397,0.015954312104306576,0.9103530646260453,-1.207588212149167,0.25326685300261675
2016-11-11,57.84,0.7799990000000037,0.01357721453974392,0.015309131639867114,0.885480174049914,0.8568093306967792,0.24302493064463296
2016-11-14,57.830002,-0.00999800000000306,-0.00017287109625740982,0.012833356149620027,0.7421530117992384,-0.011291048961915526,0.2037232131492961
2016-11-15,56.810001,-1.0200010000000006,-0.017795322582681905,0.014018059032343315,0.7963659476454827,-1.374381002008146,0.22252978838041892
2016-11-16,56.669998,-0.1400030000000001,-0.002467449282084644,0.012850070567290962,0.7282134733482377,-0.17580234365109376,0.20398854630409544
2016-11-17,57.540001000000004,0.8700030000000041,0.015235440613131424,0.013517270690475843,0.7777837690472508,1.1947087383591453,0.21458001990804856
2016-11-18,54.610001000000004,-2.9299999999999997,-0.05226334102689023,0.02866927504733541,1.565629139004262,-3.7671138388361003,0.4551106322625541
2016-11-21,55.799999,1.1899979999999957,0.021556816990392136,0.03343607030229514,1.8657326894319983,0.7600765534785797,0.5307811610348712
2016-11-22,58.240002000000004,2.4400030000000044,0.04279858676297099,0.04112295686491135,2.395001090058351,1.3077988148145896,0.6528067022411509
2016-11-23,57.91,-0.33000200000000746,-0.005682356991391302,0.04102799979702023,2.3759314682454415,-0.1377878287278639,0.6512993055199442
2016-11-25,57.990002000000004,0.08000200000000746,0.00138053513935521,0.021825079389840935,1.2656363974670346,0.03367184662909772,0.3464623944585626
2016-11-28,57.209998999999996,-0.7800030000000078,-0.013541925576078029,0.025123772500078318,1.437330999605708,-0.6162931166969099,0.39882752418582434
2016-11-29,58.32,1.110001000000004,0.019216396899427224,0.013980673263594885,0.8153528647328536,0.7722654004571683,0.22193630770033101
2016-11-30,56.990002000000004,-1.3299979999999962,-0.02306923875961875,0.01846289434973801,1.0522003859173579,-1.6311931404518503,0.2930893615911982
2016-12-01,56.529999,-0.4600030000000075,-0.008104395943306919,0.018147293970855623,1.0258665100251743,-0.4371819343127832,0.28807936089399483
2016-12-02,55.310001,-1.2199979999999968,-0.021817710910977617,0.019646599702231135,1.0866534491770037,-1.1892365995747913,0.31188010152083534
2016-12-05,57.119999,1.8099980000000002,0.03220055843782621,0.025837281047656757,1.475825467604873,1.6656625912988492,0.410154121237093
2016-12-06,57.240002000000004,0.12000300000000408,0.002098689104524709,0.022936029607842006,1.3128583806249357,0.08131246047322774,0.36409818243338554
2016-12-07,59.84,2.5999979999999994,0.044421344037371746,0.029894616672830856,1.7888938617021986,1.9804101023922858,0.47456232753549366
2016-12-08,68.839996,8.999995999999996,0.14011057957136241,0.05964824782767739,4.10618514186432,5.031039679143494,0.9468865793566985
2016-12-09,69.300003,0.4600070000000045,0.006660036248315571,0.06406421816869722,4.4396505112833715,0.11202782731592778,1.0169879352729518
2016-12-12,69.709999,0.4099959999999925,0.005898815667262802,0.06317222220201194,4.403735546530029,0.09234871054782075,1.0028279382830203
2016-12-13,68.480003,-1.2299959999999999,-0.017801989511266214,0.07183251520312615,4.919090856607625,-0.2793074168518562,1.1403058276544291
2016-12-14,68.639999,0.1599960000000067,0.0023336649690453015,0.011538236059740838,0.791984511602375,0.032525522431668494,0.18316381909459234
2016-12-15,67.309998,-1.33000100000001,-0.019566656301587493,0.013263708098278877,0.892780165567735,-1.679327032935402,0.21055483854359622
2016-12-16,66.41999799999999,-0.8900000000000006,-0.013310598472166646,0.00996759973462977,0.6620479544389098,-0.9968859460873367,0.15823074039638269
2016-12-19,66.699997,0.27999900000000366,0.0042067221068782246,0.011687043018526834,0.7795257342746107,0.42292857809266204,0.18552605633241387
2016-12-20,67.589996,0.8899990000000031,0.013255075987842702,0.015209761609833516,1.028027726369601,1.1417185615150904,0.24144748032118143
2016-12-21,66.970001,-0.619995000000003,-0.009215211077890473,0.012234849736447678,0.8193678990847507,-0.6030917105606349,0.19422221838530823
2016-12-22,64.58000200000001,-2.389998999999989,-0.036339976554549125,0.021614793757931475,1.3958834241168023,-2.916881418798152,0.3431242135406276
2016-12-23,64.410004,-0.16999800000000675,-0.002635833638513496,0.020680333664317742,1.3320203740400405,-0.12178524156311062,0.32829011943373115
2016-12-27,64.440002,0.029998000000006186,0.00046562668444050104,0.016765541210718084,1.0803715091497559,0.022520676548679012,0.2661447158337888
2016-12-28,64.480003,0.04000099999998952,0.0006205553790303853,0.017974402467519576,1.1589895250288695,0.03702522665695803,0.2853347933642552
2016-12-29,64.389999,-0.09000399999999331,-0.0013968187046966563,0.0015631375365028446,0.10065042441228063,-0.07765730237963228,0.024814039119460053
2016-12-30,64.989998,0.5999989999999968,0.009275055112562214,0.004778055650236014,0.31052582715272725,5.9612167907241265,0.07584928200570906
2017-01-03,66.849998,1.8599999999999994,0.02821789249793305,0.013510287063570702,0.9031626631791273,5.989839933942717,0.214469158267807
2017-01-04,69.410004,2.5600060000000013,0.03757973334984932,0.01769586011592581,1.228269721429851,2.834490512471801,0.2809130706127579
2017-01-05,68.730003,-0.6800010000000043,-0.009845178197499749,0.021037927793892033,1.4459368403879829,-0.553625142862272,0.33396675025663225
2017-01-06,68.269997,-0.4600059999999928,-0.006715441295553681,0.024113895043531328,1.6462555422801988,-0.31813699405885604,0.3827962165577817
2017-01-09,68.190002,-0.07999499999999671,-0.0011724316246457533,0.022039078483372936,1.5028448058593575,-0.04859209153470614,0.34985952475223614
2017-01-10,69.900002,1.7099999999999937,0.02476772198969268,0.015752964646254287,1.101132260279104,1.13784204019801,0.25007056119588855
2017-01-11,69.400002,-0.5,-0.007178781520865485,0.015142864397638102,1.050914819481813,-0.4540780594996508,0.24038551999994592
2017-01-12,68.620003,-0.7799990000000037,-0.011302815181867487,0.016202527764878287,1.1118175038335314,-0.7422095354831965,0.25720715445892295
2017-01-13,67.91999799999999,-0.7000050000000044,-0.010253568592650808,0.017261992015279407,1.172434463153793,-0.6296042269404798,0.27402562803607194
2017-01-17,68.779999,0.8600010000000111,0.012582477908325451,0.011217777957353552,0.7715587566889994,0.7335173325480805,0.17807670442739776
